4447962400623413|06|2021|423
4447962400624783|06|2021|623
4447962400622415|06|2021|375
4447962400622282|06|2021|876
4447962400626622|06|2021|701
4447962400620039|06|2021|080
4447962400628248|06|2021|705
4447962400625442|06|2021|365
4447962400628362|06|2021|752
4447962400622746|06|2021|177
4447962400626176|06|2021|746
4447962400626614|06|2021|311
4447962400623801|06|2021|237
4447962400625673|06|2021|724
4447962400621417|06|2021|742
4447962400624775|06|2021|886
4447962400620666|06|2021|712
4447962400627174|06|2021|446
4447962400627364|06|2021|422
4447962400620757|06|2021|377
4447962400628446|06|2021|848
4447962400625707|06|2021|382
4447962400627620|06|2021|244
4447962400625327|06|2021|402
4447962400624866|06|2021|427
4447962400627737|06|2021|577
4447962400624502|06|2021|551
4447962400623082|06|2021|242
4447962400621078|06|2021|163
4447962400621581|06|2021|538
4447962400625509|06|2021|120
4447962400620385|06|2021|265
4447962400623181|06|2021|755
4447962400627034|06|2021|856
4447962400620781|06|2021|372
4447962400627372|06|2021|656
4447962400620534|06|2021|783
4447962400621342|06|2021|331
4447962400627703|06|2021|116
4447962400620344|06|2021|820
4447962400627182|06|2021|116
4447962400624817|06|2021|756
4447962400624569|06|2021|023
4447962400622506|06|2021|580
4447962400628180|06|2021|717
4447962400621177|06|2021|287
4447962400621763|06|2021|032
4447962400622845|06|2021|380
4447962400626747|06|2021|601
4447962400626515|06|2021|001
4447962400623629|06|2021|160
4447962400628776|06|2021|123
4447962400622415|06|2021|574
4447962400622548|06|2021|038
4447962400626689|06|2021|763
4447962400623835|06|2021|033
4447962400621813|06|2021|075
4447962400623132|06|2021|282
4447962400625046|06|2021|685
4447962400626713|06|2021|201
4447962400627034|06|2021|667
4447962400624544|06|2021|858
4447962400627729|06|2021|785
4447962400620054|06|2021|201
4447962400622811|06|2021|774
4447962400621276|06|2021|631
4447962400620641|06|2021|741
4447962400623744|06|2021|673
4447962400626184|06|2021|643
4447962400621425|06|2021|815
4447962400625756|06|2021|133
4447962400623405|06|2021|456
4447962400623231|06|2021|444
4447962400626366|06|2021|844
4447962400624536|06|2021|716
4447962400623686|06|2021|130
4447962400624817|06|2021|773
4447962400628651|06|2021|588
4447962400628305|06|2021|342
4447962400624619|06|2021|442
4447962400622647|06|2021|282
4447962400621318|06|2021|124
4447962400621433|06|2021|444
4447962400621466|06|2021|042
4447962400624114|06|2021|614
4447962400620500|06|2021|667
4447962400620062|06|2021|287
4447962400624130|06|2021|524
4447962400627554|06|2021|640
4447962400620567|06|2021|774
4447962400623470|06|2021|823
4447962400622332|06|2021|547
4447962400625558|06|2021|211
4447962400625814|06|2021|443
4447962400623314|06|2021|872
4447962400620104|06|2021|215
4447962400620351|06|2021|361
4447962400625343|06|2021|640
4447962400623165|06|2021|811
4447962400627356|06|2021|865
